OG0,CHCC10541-GS815_01805, CHCC10675-GS3471-167_01571, CHCC11547-GS820-49_01049, CHCC11562-GS805-49_00417, CHCC11806-GS806-49_02053, CHCC11877-GS807-49_00528, CHCC12001-GS808J-54_01827, CHCC12076-GS809-57_02418, CHCC2289-PO35_01899, CHCC3370-GS818-49_00193, CHCC4421-GS935-60_04505, CHCC4433-GS981-66_00200, CHCC6052-GS489-31_01288, CHCC6086-GS906-61_00442, CHCC7249-GS982-66_00221, CHCC9673-GS819_01756, Il1403_contigs_00177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG1,CHCC10675-GS3471-167_01677, CHCC13371-GS817-49_02045, CHCC2289-PO35_00846, CHCC3370-GS818-49_01959, CHCC6052-GS489-31_02047, CHCC7249-GS982-66_01105, CHCC9673-GS819_02095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG2,CHCC10675-GS3471-167_01229, CHCC11547-GS820-49_02367, CHCC11553-GS816-84_00825, CHCC11562-GS805-49_02039, CHCC11563-GS802-50_02023, CHCC11806-GS806-49_00967, CHCC11877-GS807-49_02266, CHCC12001-GS808J-54_01661, CHCC12076-GS809-57_00376, CHCC12087-GS810-64_00437, CHCC12088-GS811-49_00546, CHCC13371-GS817-49_00103, CHCC2289-PO35_01169, CHCC3027-GS813-49_01225, CHCC3370-GS818-49_01019, CHCC4421-GS935-60_00324, CHCC5614-PO34_00175, CHCC6052-GS489-31_00587, CHCC6086-GS906-61_01586, CHCC7249-GS982-66_01490, Il1403_contigs_01442, Ll_cremoris_MG1363_complete_01171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG3,CHCC10675-GS3471-167_00504, CHCC11877-GS807-49_01092, CHCC12001-GS808J-54_00919, CHCC13371-GS817-49_00761, CHCC2289-PO35_00655, CHCC4421-GS935-60_00256, CHCC7249-GS982-66_02146, Il1403_contigs_01570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG4,CHCC11877-GS807-49_00732, CHCC11877-GS807-49_00256, CHCC12001-GS808J-54_00881, CHCC6086-GS906-61_00280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG5,CHCC4421-GS935-60_00099, CHCC4421-GS935-60_03007, CHCC4421-GS935-60_03062, CHCC6086-GS906-61_02788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG6,CHCC11562-GS805-49_00034, CHCC3370-GS818-49_01330, CHCC6052-GS489-31_00073, CHCC7249-GS982-66_00115, CHCC9673-GS819_00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG7,CHCC11877-GS807-49_02537, CHCC11877-GS807-49_02585, CHCC12001-GS808J-54_00885, CHCC6086-GS906-61_00283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG8,CHCC10541-GS815_01743, CHCC11547-GS820-49_02210, CHCC11553-GS816-84_00391, CHCC11562-GS805-49_01627, CHCC11563-GS802-50_01003, CHCC11806-GS806-49_00338, CHCC12087-GS810-64_01492, CHCC12088-GS811-49_01683, CHCC13371-GS817-49_01288, CHCC2289-PO35_01503, CHCC3027-GS813-49_01353, CHCC3370-GS818-49_01701, CHCC4421-GS935-60_03071, CHCC4433-GS981-66_00949, CHCC5614-PO34_01910, CHCC6052-GS489-31_00520, CHCC7249-GS982-66_00066, CHCC9673-GS819_01220, Ll_cremoris_MG1363_complete_00937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG9,CHCC11547-GS820-49_00297, CHCC11553-GS816-84_02240, CHCC11563-GS802-50_01151, CHCC11806-GS806-49_00724, CHCC12076-GS809-57_00195, CHCC12087-GS810-64_01686, CHCC12088-GS811-49_01844, CHCC13371-GS817-49_01225, CHCC2289-PO35_00777, CHCC3027-GS813-49_01403, CHCC3370-GS818-49_00483, CHCC6052-GS489-31_00860, CHCC7249-GS982-66_00465, CHCC9673-GS819_01333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG10,CHCC11547-GS820-49_01568, CHCC11553-GS816-84_00844, CHCC11563-GS802-50_00699, CHCC11806-GS806-49_01504, CHCC12087-GS810-64_01260, CHCC12088-GS811-49_01598, CHCC13371-GS817-49_01429, CHCC3027-GS813-49_00302, CHCC3370-GS818-49_02190, CHCC4421-GS935-60_03197, CHCC6052-GS489-31_02109, CHCC9673-GS819_02439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG11,CHCC10541-GS815_02078, CHCC11547-GS820-49_01492, CHCC11553-GS816-84_01562, CHCC11562-GS805-49_01906, CHCC11563-GS802-50_01212, CHCC11806-GS806-49_02226, CHCC12076-GS809-57_01449, CHCC12087-GS810-64_01430, CHCC12088-GS811-49_01206, CHCC13371-GS817-49_00003, CHCC2289-PO35_01255, CHCC3027-GS813-49_02209, CHCC3370-GS818-49_00788, CHCC4421-GS935-60_02321, CHCC4433-GS981-66_00463, CHCC6052-GS489-31_00689, CHCC7249-GS982-66_01295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG12,CHCC11547-GS820-49_02195, CHCC11806-GS806-49_00323, CHCC11877-GS807-49_00266, CHCC12001-GS808J-54_02023, CHCC3370-GS818-49_01716, CHCC4421-GS935-60_00121, CHCC5614-PO34_01926, CHCC6052-GS489-31_00505, CHCC6086-GS906-61_02150, CHCC9673-GS819_02035, Il1403_contigs_01712, Ll_cremoris_MG1363_complete_00953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG13,CHCC2289-PO35_00574, CHCC2289-PO35_01449, CHCC7249-GS982-66_00657, CHCC7249-GS982-66_01722, CHCC9673-GS819_02530, CHCC9673-GS819_01058, Ll_cremoris_MG1363_complete_02324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG14,CHCC10541-GS815_01943, CHCC10675-GS3471-167_02162, CHCC11547-GS820-49_02106, CHCC11553-GS816-84_01834, CHCC11553-GS816-84_02097, CHCC11562-GS805-49_01615, CHCC11563-GS802-50_00790, CHCC11563-GS802-50_00880, CHCC11806-GS806-49_02328, CHCC11877-GS807-49_01835, CHCC12001-GS808J-54_01128, CHCC12076-GS809-57_00213, CHCC12087-GS810-64_01605, CHCC12087-GS810-64_01896, CHCC12088-GS811-49_01369, CHCC12088-GS811-49_01166, CHCC13371-GS817-49_00778, CHCC13371-GS817-49_01841, CHCC2289-PO35_01049, CHCC3027-GS813-49_00162, CHCC3027-GS813-49_00327, CHCC3370-GS818-49_01195, CHCC3370-GS818-49_02529, CHCC4421-GS935-60_01917, CHCC4421-GS935-60_02380, CHCC4421-GS935-60_04002, CHCC4433-GS981-66_00470, CHCC5614-PO34_00124, CHCC6052-GS489-31_01572, CHCC6086-GS906-61_01136, CHCC7249-GS982-66_00257, CHCC9673-GS819_02363, CHCC9673-GS819_02653, Il1403_contigs_01890, Ll_cremoris_MG1363_complete_01992,,,,,,,,,,,,,,,,,,,
OG15,CHCC10541-GS815_00509, CHCC10675-GS3471-167_01594, CHCC11553-GS816-84_01931, CHCC11562-GS805-49_00448, CHCC11563-GS802-50_01119, CHCC11806-GS806-49_00791, CHCC11877-GS807-49_00108, CHCC12001-GS808J-54_00232, CHCC12076-GS809-57_01736, CHCC12087-GS810-64_00709, CHCC12088-GS811-49_00204, CHCC13371-GS817-49_01253, CHCC2289-PO35_00074, CHCC3027-GS813-49_00278, CHCC3370-GS818-49_00223, CHCC4421-GS935-60_04536, CHCC4433-GS981-66_00232, CHCC5614-PO34_00440, CHCC6052-GS489-31_01318, CHCC6086-GS906-61_00417, CHCC7249-GS982-66_01519, CHCC9673-GS819_00305, Il1403_contigs_00202, Ll_cremoris_MG1363_complete_00196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG16,CHCC10541-GS815_01051, CHCC11547-GS820-49_02224, CHCC11553-GS816-84_01406, CHCC11562-GS805-49_00241, CHCC11563-GS802-50_01270, CHCC11806-GS806-49_01027, CHCC12076-GS809-57_00437, CHCC12087-GS810-64_01914, CHCC12088-GS811-49_00694, CHCC13371-GS817-49_00081, CHCC2289-PO35_02283, CHCC3027-GS813-49_02314, CHCC3370-GS818-49_01616, CHCC4421-GS935-60_02326, CHCC4433-GS981-66_01951, CHCC6052-GS489-31_02083, CHCC7249-GS982-66_02528, CHCC9673-GS819_00910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
