"Id","Description","baseMean","All_TMP","minus.ST_TMP","minus.5614_TMP","minus.6086_TMP","minus.10675_TMP","minus.SICO_TMP","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minusSTvsAll","log2FoldChange.minusSTvsAll","stat.minusSTvsAll","pvalue.minusSTvsAll","padj.minusSTvsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"OG0","hypothetical protein",278.41,0.0311451334974987,0.023554690065301,0.0263127887328522,0.0271670778922827,0.060156387348499,0.00482916916085527,0.901,-0.151,-0.666,0.505694605829629,0.660905670577736,0.777,-0.363,-1.596,0.110445959769754,0.213561985201583,0.905,-0.144,-0.624,0.532402660247487,0.715377731143059,1.895,0.922,4.104,4.05635699410339e-05,0.000161976174975118,0.17,-2.558,-10.174,2.60091112963824e-24,1.55460173805805e-21
"OG1","Aconitate hydratase A",7.38,0.00397067847516665,0.00288873273148673,0.00372033272981786,0.0043050750796125,0.00301927892624578,0.00317838870041044,1.06,0.084,0.136,0.891851632993951,0.932619329421181,0.771,-0.375,-0.593,0.553208631366793,0.682919667733944,1.117,0.16,0.251,0.801997998275607,0.896678317516478,0.792,-0.336,-0.529,0.596878470281389,0.704537789037991,0.891,-0.166,-0.261,0.794288203815459,0.865668623277906
"OG10","hypothetical protein",20.55,0.0273951031160037,0.0159443040374268,0.0308014560423232,0.0343225682754099,0.0555495040543055,0,1.252,0.324,0.823,0.410319059972112,0.573405125892891,0.644,-0.635,-1.515,0.129648717596837,0.240286949378936,1.436,0.522,1.291,0.196758237614473,0.39951331063706,2.038,1.027,2.687,0.00720124638534555,0.017686434646418,0.009,-6.731,-5.462,4.69558183284162e-08,7.82721688789216e-07
"OG100","putative ABC transporter ATP-binding protein AND Putative multidrug export ATP-binding/permease protein",718.52,0.242722677269044,0.321378316596193,0.267617861090888,0.307814219439965,0.253336076258209,0.259115210100047,1.176,0.234,2.043,0.041047448604081,0.0937459197377047,1.363,0.447,3.915,9.05372316853857e-05,0.000666582312809054,1.32,0.401,3.442,0.000577795628013157,0.00420452411797145,1.028,0.04,0.348,0.728152843894524,0.816243922067081,1.166,0.221,1.915,0.0554483393033892,0.127680710867023
"OG1000","DNA-invertase hin",487.29,0.597287691143869,0.513770536075561,0.656302582619193,0.26627253323026,0.739231063192242,0.476141381788971,1.172,0.229,1.305,0.19174469278714,0.326387223198288,0.887,-0.173,-0.981,0.326403945680774,0.467768555752606,0.467,-1.1,-5.985,2.16255539053892e-09,4.09613432796195e-08,1.214,0.28,1.597,0.110342579348277,0.187835781212077,0.87,-0.201,-1.135,0.256225619794952,0.398382754820543
"OG1001","putative glucose uptake protein GlcU AND Glucose uptake protein GlcU",11393.1,7.8599243917748,6.55611765856235,10.5809179198541,10.7443242431832,4.75796566497413,6.5205452253844,1.437,0.523,4.16,3.17761119164635e-05,0.000179906971932995,0.86,-0.218,-1.732,0.0831877799496089,0.173543438996818,1.418,0.504,4.006,6.1875239892899e-05,0.000606817073467415,0.597,-0.744,-5.91,3.4265843214494e-09,2.54466016002718e-08,0.907,-0.141,-1.123,0.261586136281966,0.404014911112493
"OG1002","Protein DedA",263.37,0.17467167330661,0.408311261085144,0.277236333231619,0.183057679667284,0.188704932890361,0.219169110934896,1.685,0.753,4.786,1.70330943992945e-06,1.22661733161185e-05,2.407,1.267,8.164,3.24892781612548e-16,1.92582997100679e-14,1.078,0.108,0.651,0.515319208467055,0.702856837810342,1.062,0.087,0.54,0.589254360033713,0.697870720852168,1.367,0.451,2.816,0.00485744728555139,0.0180653861713307
"OG1003","hypothetical protein",24.68,0.0329129820414966,0.0217679328170543,0.00140172110830903,0.0663232606827615,0.0637046440112142,0.0314779630663749,0.026,-5.254,-4.837,1.31736271983061e-06,9.6025185013437e-06,0.676,-0.566,-1.309,0.190428705475173,0.319987238232476,2.054,1.039,2.522,0.0116740343812964,0.0497337032517411,1.958,0.969,2.404,0.0162187122986113,0.0360740262091862,1.048,0.067,0.159,0.873862348847116,0.920776717655274
"OG1004","Transcriptional regulator LytR AND Biofilm regulatory protein A",1785.9,0.621387495103697,0.813591835193945,0.567633196059791,0.68926337635806,1.24932762583567,0.814591377339465,0.975,-0.036,-0.353,0.723840499212125,0.824768150518391,1.35,0.433,4.228,2.35584893952943e-05,0.000225610268916495,1.147,0.197,1.898,0.057702862455751,0.168694103446862,1.983,0.988,9.685,3.4787789204368e-22,1.02035839270653e-20,1.433,0.519,5.061,4.17385179694075e-07,5.2285616522156e-06
"OG1005","putative protein",1885.88,2.19965259169817,2.53585092960569,2.72929684169242,1.91779067130329,1.51312995899138,2.36587864101361,1.323,0.404,4.877,1.0781719856628e-06,8.0698955062847e-06,1.187,0.247,2.984,0.00284720363869167,0.0113557843501415,0.902,-0.148,-1.747,0.0806992468106674,0.214016396483472,0.677,-0.562,-6.674,2.48208128545909e-11,2.52355246903159e-10,1.175,0.232,2.792,0.00523184758399391,0.0191849695805701
"OG1006","hypothetical protein",3002.9,4.01692785513308,3.61091591435842,3.71293434086651,3.63865815440986,2.13751223983082,2.50556096253135,0.987,-0.02,-0.174,0.861530479426024,0.914188061353915,0.927,-0.11,-0.98,0.327301346074196,0.468468787594957,0.939,-0.091,-0.805,0.420615667485774,0.629945325257763,0.524,-0.932,-8.257,1.49048199263815e-16,2.65357863929507e-15,0.682,-0.553,-4.904,9.37906251500554e-07,1.05206427782261e-05
"OG1007","hypothetical protein",1032.36,1.25058645724557,2.5524173379914,1.34756370185164,1.16696732136394,0.786025482368424,1.07764477736551,1.151,0.202,1.496,0.134620758335427,0.247475067168465,2.105,1.074,7.999,1.25391675592203e-15,6.73588407321865e-14,0.966,-0.05,-0.366,0.714048850486598,0.845048930560556,0.62,-0.691,-5.038,4.70703111947624e-07,2.6109613434156e-06,0.942,-0.086,-0.631,0.528031434205154,0.662652525709167
"OG1008","hypothetical protein",617.43,1.13507043910642,0.8226501630739,1.23425834569595,0.937647304754604,0.417547105474863,0.577608053427359,1.16,0.214,1.087,0.276952942348636,0.43076992966048,0.747,-0.422,-2.134,0.032812649706325,0.0839984286599742,0.862,-0.214,-1.075,0.282377444254914,0.499064506700886,0.362,-1.465,-7.306,2.75535868586918e-13,3.41446728337041e-12,0.556,-0.848,-4.256,2.08396257829818e-05,0.000162068762594788
"OG1009","HTH-type transcriptional regulator MalR AND HTH-type transcriptional regulator DegA",1103.05,0.591810324814335,0.61385570544093,0.378815129520516,0.813808302729561,1.02906313506034,0.751048485126748,0.684,-0.548,-4.585,4.53408961112178e-06,3.04504509356878e-05,1.071,0.098,0.834,0.404440810596494,0.55024436360536,1.427,0.513,4.32,1.56347109959477e-05,0.000173101785926482,1.72,0.782,6.68,2.39284898073792e-11,2.44502388332544e-10,1.389,0.474,4.022,5.76302902015394e-05,0.000393995317325557
"OG101","hypothetical protein",2.25,0.00380076205393204,0.00184341052684964,0.00178056465109526,0,0.0038534340650284,0.0017385008979079,0.669,-0.581,-0.517,0.605130402107542,0.737078777996493,0.52,-0.945,-0.824,0.410125906689424,NA,0.066,-3.925,-2.532,0.0113328968887866,0.0484538808214177,1.047,0.066,0.061,0.951173149906991,0.97045368672943,0.519,-0.945,-0.803,0.421959120374899,0.567677478986681
"OG1010","hypothetical protein",804.49,0.938994554404142,1.02309284240155,1.04129455727081,0.993242321939169,0.899457569647315,0.727786147318472,1.184,0.244,1.795,0.0726759201576236,0.149129990161597,1.125,0.169,1.248,0.211924260161236,0.344242609916888,1.096,0.133,0.964,0.335002740797871,0.550619790437458,0.946,-0.081,-0.591,0.554273908760509,0.667584852589836,0.848,-0.238,-1.737,0.0823316322461813,0.173451938226597
"OG1011","33 kDa chaperonin",1949.24,1.33955074593152,1.26159728846459,1.29663666598548,1.32336118954684,1.11972939796599,1.24019338894769,1.033,0.046,0.58,0.561900309414745,0.706003271649037,0.971,-0.042,-0.53,0.596005305186754,0.718970610256864,1.028,0.041,0.499,0.617962892916907,0.78314484035124,0.825,-0.278,-3.454,0.000552047487178597,0.00173799042874683,1.012,0.017,0.214,0.830431339242916,0.892047425774676
"OG1012","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE",137.93,0.14930331198222,0.139512660327484,0.0782870341075714,0.260059459625221,0.280524995474243,0.192973599667777,0.559,-0.838,-4.447,8.72578920760151e-06,5.49003038264732e-05,0.966,-0.049,-0.279,0.780050961752313,0.855935635165196,1.77,0.824,4.709,2.49342234142391e-06,3.34534164141041e-05,1.85,0.888,5.229,1.70408175795957e-07,1.0039799605782e-06,1.411,0.496,2.85,0.00436615460671164,0.0166526808336203
"OG1013","hypothetical protein",24121.14,24.6558681320728,34.4149923971657,29.8331191449524,20.6809460985271,16.3128934666089,21.8535328749398,1.291,0.369,2.994,0.00275655872309531,0.00942274648482905,1.439,0.525,4.261,2.03494498315146e-05,0.000198367619333092,0.87,-0.2,-1.625,0.104108154268061,0.256225419166745,0.652,-0.616,-4.998,5.79451504827943e-07,3.17530078653699e-06,0.969,-0.046,-0.371,0.710689335018543,0.806055647726096
"OG1014","Transcriptional regulator ZitR",109.12,0.13965834636793,0.194740430691606,0.143120558679415,0.0953384442918017,0.22124026614732,0.129092683915685,1.088,0.122,0.593,0.553137820088268,0.699827226867043,1.437,0.523,2.6,0.00932275114585032,0.0300390050978757,0.754,-0.408,-1.85,0.0642916519000032,0.182527609950445,1.556,0.638,3.171,0.00152010893132207,0.00433693779776074,1.006,0.008,0.039,0.969178496948318,0.97900599498594
"OG1015","putative glycosyltransferase YkoT",588.65,0.372134046950318,0.368699496035276,0.376018299195918,0.378461526914921,0.395449582635651,0.371383154077608,1.08,0.111,0.903,0.366523587891458,0.525363032455588,1.022,0.031,0.254,0.799512764776779,0.868672315464747,1.044,0.061,0.488,0.625450156759895,0.787449707906706,1.045,0.063,0.51,0.609880464227989,0.71662159553853,1.091,0.126,1.014,0.310621023298653,0.459275599072798
"OG1016","putative protein YhaP",1181.47,0.566238034206988,0.420077855820504,0.513521920467201,0.604500332646839,0.61090965617692,0.478813081736382,0.968,-0.047,-0.409,0.68251300588398,0.796106611825641,0.765,-0.387,-3.32,0.00089880589110102,0.00451108708555519,1.107,0.146,1.249,0.211567371786708,0.415183506644916,1.065,0.091,0.781,0.434509053249335,0.558478376449413,0.923,-0.115,-0.986,0.324030972111621,0.472056262992695
"OG1017","Glycerol facilitator-aquaporin gla",1930.86,1.26638875453078,1.27262768201169,1.04881462007528,1.15743685212423,2.09469050593071,1.41805338571199,0.885,-0.177,-1.59,0.111916646954399,0.212748410203183,1.036,0.051,0.457,0.64752161481167,0.758679073859214,0.949,-0.075,-0.668,0.504080267562161,0.69637688732935,1.632,0.707,6.402,1.52960135503157e-10,1.40771664209113e-09,1.224,0.292,2.628,0.00858313221926837,0.0286378191430772
"OG1018","Macrolide export ATP-binding/permease protein MacB",2280,0.65983003708424,0.708460977313604,0.282176592026283,0.870128001156284,0.90538580602728,0.785263051660139,0.456,-1.132,-6.304,2.90390467311873e-10,3.80364342575209e-09,1.107,0.147,0.822,0.411096633028104,0.556437096201033,1.369,0.453,2.532,0.0113360011031474,0.0484538808214177,1.354,0.438,2.453,0.0141520631305008,0.0319630856913401,1.301,0.38,2.128,0.0333702542129442,0.0848245101014328
"OG1019","High-affinity zinc uptake system ATP-binding protein ZnuC",132.06,0.0929868071480354,0.119430429766059,0.0830905945141718,0.103722046986129,0.15974450237331,0.103181802271342,0.95,-0.074,-0.445,0.656501990525382,0.776591554525925,1.33,0.412,2.57,0.0101679863504064,0.032218928177601,1.137,0.185,1.089,0.27632138808991,0.494055036741601,1.701,0.766,4.844,1.27551656137887e-06,6.55773142590374e-06,1.212,0.277,1.684,0.0922506688736908,0.188189565366905
"OG102","Glycerol-3-phosphate cytidylyltransferase",212.36,0.269461769101027,0.361712824281323,0.427163203554691,0.323960757334998,0.0469124521336039,0.231568319601332,1.69,0.757,4.355,1.3291490621299e-05,8.10664675794682e-05,1.386,0.471,2.694,0.00705765465453052,0.0240136147994054,1.238,0.308,1.712,0.0868350780022279,0.224597126663269,0.163,-2.614,-12.081,1.3355111568072e-33,9.89977997509629e-32,0.941,-0.088,-0.493,0.621937149772033,0.737580792133273
"OG1020","putative amino-acid-binding protein YxeM",2402.18,1.96929698749392,2.60377128391195,1.91360462632942,1.49058953723766,0.813453049995237,1.65888376571549,1.036,0.052,0.367,0.713541005751629,0.817261310721275,1.362,0.446,3.175,0.0014976932307911,0.00684716665885611,0.785,-0.349,-2.461,0.0138429306140727,0.0568428096628871,0.406,-1.3,-9.152,5.56423677252653e-20,1.30375823687303e-18,0.921,-0.119,-0.843,0.399302499890154,0.547405524095808
"OG1021","hypothetical protein",2798.25,4.37558772331787,3.2781599825283,2.59268760747919,5.94214963679616,3.70254803741963,3.89297435440897,0.632,-0.661,-4.855,1.20483394501312e-06,8.9040687107881e-06,0.772,-0.373,-2.74,0.00613703872359323,0.0217314822496572,1.407,0.493,3.623,0.000291228159494757,0.00232501158737137,0.835,-0.26,-1.91,0.0560918367753125,0.106020592736648,0.972,-0.04,-0.296,0.766980425335088,0.845821323036902
"OG1022","Ribosomal small subunit pseudouridine synthase A",247.4,0.166899397445192,0.126668637630668,0.0658808920905246,0.226380016396392,0.318056519367344,0.209938311726482,0.421,-1.249,-7.766,8.08728964617285e-15,1.75322382795789e-13,0.787,-0.345,-2.292,0.0219116686417921,0.0608500135625859,1.435,0.521,3.482,0.000498596633780881,0.00370477655238079,1.892,0.92,6.373,1.85794859212525e-10,1.69459874946189e-09,1.383,0.467,3.174,0.00150288585375394,0.00663298988618829
