CHCC4895	no_gf	milk_aer	R_ALCD2x	-70
CHCC4895	no_gf	milk_aer	R_PGK	-60
CHCC4895	no_gf	milk_aer	R_PGM	-60
CHCC4895	no_gf	milk_aer	R_CO2t	-55
CHCC4895	no_gf	milk_aer	R_H2Ot	-40
CHCC4895	no_gf	milk_aer	R_VALt2r	-35
CHCC4895	no_gf	milk_aer	R_VALTA	-35
CHCC4895	no_gf	milk_aer	R_GLUDy	-25
CHCC4895	no_gf	milk_aer	R_ACKr	-10
CHCC4895	no_gf	milk_aer	R_ILEt2r	-10
CHCC4895	no_gf	milk_aer	R_ILETA	-10
CHCC4895	no_gf	milk_aer	R_UDPG4E	-10
CHCC4895	no_gf	milk_aer	R_EX_glc__D_e	-10
CHCC4895	no_gf	milk_aer	R_EX_ala__L_e	-10
CHCC4895	no_gf	milk_aer	R_EX_gln__L_e	-10
CHCC4895	no_gf	milk_aer	R_EX_ser__L_e	-10
CHCC4895	no_gf	milk_aer	R_EX_thr__L_e	-10
CHCC4895	no_gf	milk_aer	R_EX_lcts_e	-10
CHCC4895	no_gf	milk_aer	R_NH4t	-5
CHCC4895	no_gf	milk_aer	R_EX_nh4_e	5
CHCC4895	no_gf	milk_aer	R_ACHBS	10
CHCC4895	no_gf	milk_aer	R_AKGDH	10
CHCC4895	no_gf	milk_aer	R_ALAt4	10
CHCC4895	no_gf	milk_aer	R_ALATA_L	10
CHCC4895	no_gf	milk_aer	R_DHAD2	10
CHCC4895	no_gf	milk_aer	R_G6PDA	10
CHCC4895	no_gf	milk_aer	R_GALKr	10
CHCC4895	no_gf	milk_aer	R_GALT	10
CHCC4895	no_gf	milk_aer	R_GF6PTA	10
CHCC4895	no_gf	milk_aer	R_GLCpts	10
CHCC4895	no_gf	milk_aer	R_GLNabc	10
CHCC4895	no_gf	milk_aer	R_KARA2	10
CHCC4895	no_gf	milk_aer	R_LACZ	10
CHCC4895	no_gf	milk_aer	R_LCTSt	10
CHCC4895	no_gf	milk_aer	R_NDPK2	10
CHCC4895	no_gf	milk_aer	R_PPA	10
CHCC4895	no_gf	milk_aer	R_PTAr	10
CHCC4895	no_gf	milk_aer	R_SERD_L	10
CHCC4895	no_gf	milk_aer	R_SERt2r	10
CHCC4895	no_gf	milk_aer	R_SUCCt2b	10
CHCC4895	no_gf	milk_aer	R_SUCOAACTr	10
CHCC4895	no_gf	milk_aer	R_THRD_L	10
CHCC4895	no_gf	milk_aer	R_THRt4	10
CHCC4895	no_gf	milk_aer	R_TRE6PH	10
CHCC4895	no_gf	milk_aer	R_TRE6PS	10
CHCC4895	no_gf	milk_aer	R_EX_succ_e	10
CHCC4895	no_gf	milk_aer	R_EX_ile__L_e	10
CHCC4895	no_gf	milk_aer	R_EX_h_e	15
CHCC4895	no_gf	milk_aer	R_HEX1	20
CHCC4895	no_gf	milk_aer	R_NAt3_1	20
CHCC4895	no_gf	milk_aer	R_FBA	30
CHCC4895	no_gf	milk_aer	R_PFK	30
CHCC4895	no_gf	milk_aer	R_PGI	30
CHCC4895	no_gf	milk_aer	R_TPI	30
CHCC4895	no_gf	milk_aer	R_ACLS	35
CHCC4895	no_gf	milk_aer	R_DHAD1	35
CHCC4895	no_gf	milk_aer	R_KARA1i	35
CHCC4895	no_gf	milk_aer	R_EX_val__L_e	35
CHCC4895	no_gf	milk_aer	R_TDP	40
CHCC4895	no_gf	milk_aer	R_TMPK	40
